我,送,你,那,里	C-PN,C-VV,C-PN,M-PN,C-PN
我,曾,经,跟,我,讲,过,你,很,会,游,泳	S-PN,C-AD,C-AD,C-P,C-PN,C-VV,C-AS,C-PN,C-NN,C-NN,C-NN,C-NN
要,是,周,末,有,空,的,话,我,打,给,我	C-VV,C-VC,C-NT,C-NT,C-VV,C-VV,C-DEC,C-NN,S-PN,C-VV,C-VV,C-PN
然,后,我,就,聊,聊,天,吧	C-AD,C-AD,S-PN,C-AD,C-VV,C-VV,C-VV,C-SP
不,要,把,我,们,的,桌,子,上,弄,成,一,个,「,五,花,八,门,」,的,地,方	C-AD,C-VV,C-BA,C-PN,C-PN,C-DEG,C-NN,C-NN,C-LC,C-VV,C-VV,C-CD,C-CD,C-PU,S-NN,C-NN,C-NN,C-NN,C-PU,C-DEC,C-NN,C-NN
他,们,的,生,活,很,慢,慢,的,样,子	C-PN,C-PN,C-DEG,C-NN,C-NN,C-AD,C-VA,R-VA,C-DEC,C-NN,C-NN
可,是,你,先,对,我,很,亲,密	C-AD,C-AD,C-AD,C-AD,C-P,C-PN,C-AD,S-VA,C-VA
司,机,好,帮,我,介,绍,一,家,很,好,吃,的,海,鲜,餐,听	C-NN,C-NN,S-AD,C-P,C-PN,C-VV,C-VV,C-CD,C-M,C-AD,C-JJ,C-JJ,C-DEG,C-NN,C-NN,C-NN,C-NN
台,湾,的,故,事,太,多,找,得,很,难	C-NR,C-NR,C-DEG,C-NN,C-NN,C-AD,C-AD,C-VV,C-DER,C-AD,S-VA
如,果,你,也,对,我,的,生,活,习,惯,觉,得,很,困,难,的,话	C-CS,C-CS,C-PN,C-AD,C-P,C-PN,C-DEG,C-NN,C-NN,C-NN,C-NN,C-VV,C-VV,C-AD,S-VA,C-VA,C-DEC,C-NN
而,且,台,北,的,气,氛,非,常,热	C-AD,C-AD,C-NR,C-NR,C-DEG,C-NN,C-NN,C-AD,C-AD,C-VA
似,乎,星,期,天,去,淡,水,一,点,都,不,错	C-AD,C-AD,C-NT,C-NT,C-NT,C-VV,C-NR,C-NR,S-AD,C-AD,C-AD,C-VA,C-VA
我,不,知,道,台,北,是,那,么,发,展,的,城,市	C-PN,C-AD,C-VV,C-VV,C-NR,C-NR,C-VC,C-AD,C-AD,S-VV,C-VV,C-DEC,C-NN,C-NN
我,妈,妈,的,病,很,重,要	C-PN,C-NN,C-NN,C-DEG,C-NN,C-AD,S-VA,C-VA
我,对,你,的,行,动,常,常,觉,得,困,难	C-PN,C-P,C-PN,C-DEG,C-NN,C-NN,C-AD,C-AD,C-VV,C-VV,S-VA,C-VA
从,此,以,后,就,像,情,人,类,似,的,每,天,在,一,起	C-AD,C-AD,C-AD,C-AD,C-AD,C-P,C-NN,C-NN,S-VA,C-VA,C-DEC,C-AD,C-AD,C-VV,C-AD,C-AD
这,句,话,的,意,思,没,那,么,容,易	C-DT,C-M,C-NN,C-DEG,C-NN,C-NN,C-AD,C-AD,C-AD,S-VA,C-VA
最,可,说,的,是,连,你,的,脏,衣,服,、,袜,子,穿,了,以,后	C-AD,S-VV,C-VV,C-DEC,C-VC,C-AD,C-PN,C-DEG,C-VA,C-NN,C-NN,C-PU,C-NN,C-NN,C-VV,C-AS,C-LC,C-LC
最,需,要,的,就,是,睡,个,囫,囵,觉	C-AD,C-VV,C-VV,C-DEC,C-AD,C-VC,C-VV,C-M,S-NN,C-NN,C-NN
听,说,那,个,动,物,园,最,近,很,玩	C-VV,C-VV,C-DT,C-DT,C-NN,C-NN,C-NN,C-AD,C-AD,C-AD,M-VV
我,们,先,决,定,这,天,谁,洗,碗	C-PN,C-PN,C-AD,C-VV,C-VV,S-AD,C-AD,C-PN,C-VV,C-VV
晚,上,两,点,在,师,大,上,课	S-NT,C-NT,C-CD,C-M,C-P,C-NR,C-NR,C-VV,C-VV
也,不,觉,得,好,听,的,话,可,以,表,示,人,的,表,现	C-AD,C-AD,C-VV,C-VV,C-VA,C-VA,C-DEC,C-NN,C-VV,C-VV,S-VV,C-VV,C-NN,C-DEG,C-NN,C-NN
也,希,望,我,们,能,够,在,互,不,抵,触,的,情,况,下,过,著,和,乐,的,生,活	C-AD,C-VV,C-VV,C-PN,C-PN,C-VV,C-VV,C-P,C-AD,C-AD,S-VV,C-VV,C-DEC,C-NN,C-NN,C-LC,C-VV,C-AS,C-P,C-NN,C-NN,C-NN,C-NN
也,知,道,我,不,会,跟,别,人,告,诉,他,们,的,事,情	C-AD,C-VV,C-VV,C-PN,C-AD,C-VV,C-P,C-NN,C-NN,S-VV,C-VV,C-PN,C-PN,C-DEG,C-NN,C-NN
不,知,你,有,没,有,受,到,惊,讶	C-AD,C-AD,C-PN,C-VE,C-AD,C-VE,S-VV,C-VV,C-NN,C-NN
不,过,你,那,么,大,声,害,我,的,学,习	C-AD,C-AD,C-PN,C-AD,C-AD,C-AD,C-AD,S-VV,C-PN,C-DEG,C-NN,C-NN
今,天,我,给,您,来,信,是,因,为,要,提,醒,您,关,于,您,的,生,活,习,惯	C-NT,C-NT,C-PN,C-P,C-PN,S-VV,C-VV,C-VC,C-P,C-P,C-VV,C-VV,C-VV,C-PN,C-P,C-P,C-PN,C-DEG,C-NN,C-NN,C-NN,C-NN
今,年,九,月,她,的,餐,厅,开,始,设,工	C-NT,C-NT,C-NT,C-NT,C-PN,C-DEG,C-NN,C-NN,C-VV,C-VV,S-VV,C-VV
他,看,到,我,就,塞,车	C-PN,C-VV,C-VV,C-PN,C-AD,S-VV,C-VV
他,们,问,我,来,帮,忙	C-PN,C-PN,S-VV,C-PN,C-VV,C-VV,C-VV
他,们,都,说,你,的,生,活,习,惯,很,麻,烦,他,们	C-PN,C-PN,C-AD,C-VV,C-PN,C-DEG,C-NN,C-NN,C-NN,C-NN,C-AD,S-VV,C-VV,C-PN,C-PN
他,说,的,话,让,我,安,静,起,来,了	C-PN,C-VV,C-DEC,C-NN,C-VV,C-PN,C-VV,C-VV,S-VV,C-VV,C-AS
可,以,一,个,月,一,次,到,他,们,的,家,去,参,观,参,观	C-VV,C-VV,C-CD,C-CD,C-NN,C-CD,C-M,C-VV,C-PN,C-PN,C-DEG,C-NN,C-VV,S-VV,C-VV,C-VV,C-VV
可,以,改,我,的,原,来,的,看,法	C-VV,C-VV,S-VV,C-PN,C-DEG,C-JJ,C-JJ,C-DEG,C-NN,C-NN
叫,他,们,约,其,他,的,饭,店	C-VV,C-PN,C-PN,S-AD,C-DT,C-DT,C-DEG,C-NN,C-NN
本,来,我,没,发,生,他,对,我,有,什,么,影,响,所,以,我,大,概,让,他,失,望	C-AD,C-AD,C-PN,C-AD,S-VV,C-VV,C-PN,C-P,C-PN,C-VE,C-DT,C-DT,C-NN,C-NN,C-AD,C-AD,C-PN,C-AD,C-AD,C-VV,C-PN,C-VV,C-VV
用,力,摸,上,了,我,的,肩,膀	C-AD,C-AD,S-VV,C-VV,C-AS,C-PN,C-DEG,C-NN,C-NN
用,光,的,东,西,放,回,原,来,的,地,方	S-P,C-NN,C-DEG,C-NN,C-NN,C-VV,C-VV,C-JJ,C-JJ,C-DEG,C-NN,C-NN
用,完,的,东,西,还,给,原,来,的,地,方	C-VV,C-VV,C-DEC,C-NN,C-NN,S-AD,C-VV,C-JJ,C-JJ,C-DEG,C-NN,C-NN
因,为,我,每,天,除,了,下,课,之,外	C-P,C-P,C-PN,C-AD,C-AD,C-P,C-P,S-NN,C-NN,C-LC,C-LC
因,为,我,看,你,跟,朋,友,去,玩,的,时,候	C-P,C-P,C-PN,S-VV,C-PN,C-P,C-NN,C-NN,C-VV,C-VV,C-DEC,C-NN,C-NN
因,为,我,家,是,古,亭,捷,运,站,附,近	C-P,C-P,C-PN,C-NN,S-VC,C-JJ,C-NN,C-NN,C-NN,C-VV,C-NN,C-NN
因,为,那,边,可,以,吃,很,多,特,别,的,菜	C-P,C-P,C-PN,C-PN,C-VV,C-VV,S-VV,C-CD,C-CD,C-JJ,C-JJ,C-DEG,C-NN
因,为,那,边,的,路,不,是,人,可,以,走,路,的	C-P,C-P,C-PN,C-PN,C-DEG,S-NN,C-AD,C-VC,C-NN,C-VV,C-VV,C-VV,C-VV,C-SP
因,为,家,人,受,到,你,的,爱	C-P,C-P,C-NN,C-NN,S-VV,C-VV,C-PN,C-DEG,C-NN
因,为,留,下,来,的,位,子,只,有,三,个	C-P,C-P,S-VV,C-VV,C-VV,C-DEC,C-NN,C-NN,C-AD,C-VE,C-CD,C-M
在,生,活,当,中,每,个,人,都,曾,经,收,到,别,人,的,帮,助	C-P,C-NN,C-NN,C-LC,C-LC,C-DT,C-DT,C-NN,C-AD,C-AD,C-AD,S-VV,C-VV,C-PN,C-PN,C-DEG,C-NN,C-NN
在,家,时,帮,手,完,成,家,务	C-P,C-NN,C-LC,S-NN,C-NN,C-VV,C-VV,C-NN,C-NN
好,不,容,易,找,房,间	C-AD,C-AD,C-AD,C-AD,S-VV,C-NN,C-NN
她,这,辈,子,为,我,们,做,的,一,件,事,就,是,如,何,做,一,个,人	C-PN,C-DT,C-NN,C-NN,S-P,C-PN,C-PN,C-VV,C-DEC,C-CD,C-M,C-NN,C-AD,C-VC,C-AD,C-AD,C-VV,C-CD,C-CD,C-NN
如,果,以,上,情,况,有,所,改,观	C-CS,C-CS,C-LC,C-LC,C-NN,C-NN,C-VV,C-VV,S-NN,C-NN
如,果,用,这,个,方,法,还,看,不,出,来,人	C-CS,C-CS,C-P,C-DT,C-DT,C-NN,C-NN,C-AD,S-VV,C-AD,C-VV,C-VV,C-VV
如,果,我,们,没,收,到,妈,妈,的,爱,的,话	C-CS,C-CS,C-PN,C-PN,C-AD,S-VV,C-VV,C-NN,C-NN,C-DEG,C-NN,C-DEG,C-NN
如,果,变,成,严,重,的,话,可,能,有,需,要,去,看,医,生	C-CS,C-CS,S-VV,C-VV,C-JJ,C-JJ,C-DEG,C-NN,C-AD,C-AD,C-VE,C-NN,C-NN,C-VV,C-VV,C-VV,C-VV
有,什,么,问,题,就,跟,我,打,一,通,电,话,吧	C-VE,C-DT,C-DT,C-NN,C-NN,C-AD,S-P,C-PN,C-VV,C-CD,C-M,C-NN,C-NN,C-SP
有,些,人,等,到,我,心,情,不,好,就,会,用,心,跟,我,聊,天	C-DT,C-DT,C-NN,S-ETC,C-VV,C-PN,C-NN,C-NN,C-AD,C-AD,C-AD,C-VV,C-AD,C-AD,C-P,C-PN,C-VV,C-VV
自,然,她,的,身,体,就,会,反,抗,她,的,病	C-AD,C-AD,C-PN,C-DEG,C-NN,C-NN,C-AD,C-VV,S-VV,C-VV,C-PN,C-DEG,C-NN
但,我,曾,经,经,验,过,在,国,外,观,光,的,辛,苦	C-AD,C-PN,C-AD,C-AD,S-NN,C-NN,C-VV,C-P,C-NN,C-NN,C-VV,C-VV,C-DEC,C-VA,C-VA
但,是,驾,驶,都,装,没,看,到,或,者,听,到,我	C-AD,C-AD,C-NN,C-NN,C-AD,S-VV,C-AD,C-VV,C-VV,C-CC,C-CC,C-VV,C-VV,C-PN
但,当,利,利,尝,试,用,软,硬,交,界,的,方,式,与,小,朋,友,沟,通,时	C-AD,C-NR,C-NR,C-NR,C-VV,C-VV,C-VV,S-NN,C-NN,C-VV,C-VV,C-DEC,C-NN,C-NN,C-CC,C-NN,C-NN,C-NN,C-VV,C-VV,C-LC
你,可,以,表,你,的,意,见	C-PN,C-VV,C-VV,S-VV,C-PN,C-DEG,C-NN,C-NN
你,可,以,表,你,的,意,见	C-PN,C-VV,C-VV,S-VV,C-PN,C-DEG,C-NN,C-NN
你,家,是,市,政,府,附,近	C-NN,C-NN,S-VC,C-NN,C-NN,C-NN,C-NN,C-NN
你,起,来,比,我,早	C-PN,S-VV,C-VV,C-P,C-PN,C-VA
别,忘,喔	C-AD,C-VV,M-VV
希,望,你,能,够,改,善,这,些,习,惯	C-VV,C-VV,C-PN,C-VV,C-VV,S-VV,C-VV,C-DT,C-DT,C-NN,C-NN
希,望,你,会,享,受,台,北,的,活,动,跟,吃,的,东,西	C-VV,C-VV,C-PN,C-VV,S-VV,C-VV,C-NR,C-NR,C-DEG,C-NN,C-NN,C-CC,C-VV,C-DEC,C-NN,C-NN
我,一,定,会,改,善	C-PN,C-AD,C-AD,C-VV,S-VV,C-VV
我,也,希,望,国,语,中,心,可,以,帮,我,们,补,助	C-PN,C-AD,C-VV,C-VV,C-NN,C-NN,C-NN,C-NN,C-VV,C-VV,S-VV,C-PN,C-PN,C-VV,C-VV
我,也,来,他,家,做,饭	C-PN,C-AD,S-VV,C-PN,C-NN,C-VV,C-VV
我,以,后,也,会,把,你,所,教,我,的,也,要,交,给,我,的,孩,子,来,帮,助,他,们,长,大	C-PN,C-AD,C-AD,C-AD,C-VV,C-BA,C-PN,C-MSP,C-VV,C-PN,C-DEG,C-AD,C-VV,S-VV,C-VV,C-PN,C-DEG,C-NN,C-NN,C-MSP,C-VV,C-VV,C-PN,C-PN,C-VV,C-VV
我,叫,他,帮,我,搬,房	C-PN,C-VV,C-PN,C-VV,C-PN,S-NN,C-NN
我,永,远,不,会,忘,他,的,例,子	C-PN,C-AD,C-AD,C-AD,C-VV,S-VV,C-PN,C-DEG,C-NN,C-NN
我,希,望,你,能,提,出,来,你,的,一,些,意,见	C-PN,C-VV,C-VV,C-PN,C-VV,S-VV,C-VV,C-VV,C-PN,C-DEG,C-CD,C-CD,C-NN,C-NN
我,那,一,天,真,的,无,法,睡,著	C-PN,C-DT,C-CD,C-M,C-AD,C-AD,C-AD,C-AD,S-VV,C-VV
我,爸,爸,妈,妈,常,常,帮,我,取,消,我,给,我,自,己,的,压,力	C-PN,C-NN,C-NN,C-NN,C-NN,C-AD,C-AD,C-VV,C-PN,S-VV,C-VV,C-PN,C-VV,C-PN,C-PN,C-PN,C-DEG,C-NN,C-NN
我,知,道,你,那,么,好,奇,听,到,那,天,的,计,划	C-PN,C-VV,C-VV,C-PN,S-AD,C-AD,C-VA,C-VA,C-VV,C-VV,C-NT,C-NT,C-DEG,C-NN,C-NN
我,知,道,你,会,想,我,很,唠,叨	C-PN,C-VV,C-VV,C-PN,C-VV,S-VV,C-PN,C-AD,C-VV,C-VV
我,很,想,告,诉,你,我,最,近,往,台,湾,的,旅,行,经,验	C-PN,C-AD,C-VV,C-VV,C-VV,C-VV,C-VV,C-NT,C-NT,S-P,C-NR,C-NR,C-DEG,C-NN,C-NN,C-NN,C-NN
我,是,因,为,想,保,值,我,们,的,交,情	C-PN,C-VC,C-P,C-P,C-VV,S-VV,C-VV,C-PN,C-PN,C-DEG,C-NN,C-NN
我,看,到,他,很,慌,张,的,样,子	C-PN,S-VV,C-VV,C-PN,C-AD,C-VA,C-VA,C-DEC,C-NN,C-NN
我,看,是,因,为,我,们,的,交,往,还,是,有,一,点,新,鲜,的,感,觉	C-PN,S-VV,C-VC,C-P,C-P,C-PN,C-PN,C-DEG,C-NN,C-NN,C-AD,C-VC,C-VE,C-CD,C-CD,C-JJ,C-JJ,C-DEG,C-NN,C-NN
我,要,把,我,的,心,力,走,向,一,样,的,方,向	C-PN,C-VV,C-BA,C-PN,C-DEG,C-NN,C-NN,S-VV,C-VV,C-VA,C-VA,C-DEC,C-NN,C-NN
我,要,谢,他,帮,我,进,去,大,学	C-PN,C-VV,C-VV,C-PN,S-VV,C-PN,C-VV,C-VV,C-NN,C-NN
我,们,一,看,容,易,认,出,彼,此	C-PN,C-PN,S-AD,C-VV,C-AD,C-AD,C-VV,C-VV,C-PN,C-PN
我,们,一,起,做,舒,服,的,环,境,吧	C-PN,C-PN,C-AD,C-AD,S-VV,C-VA,C-VA,C-DEC,C-NN,C-NN,C-SP
我,们,也,想,请,国,语,中,心,帮,我,们,传,新,年,晚,会,的,消,息	C-PN,C-PN,C-AD,C-VV,C-VV,C-NN,C-NN,C-NN,C-NN,C-VV,C-PN,C-PN,S-VV,C-NT,C-NT,C-NN,C-NN,C-DEG,C-NN,C-NN
我,们,不,要,只,会,自,己,的,生,活,而,应,该,要,关,心,到,别,人	C-PN,C-PN,C-AD,C-AD,C-AD,S-VV,C-PN,C-PN,C-DEG,C-NN,C-NN,C-MSP,C-VV,C-VV,C-VV,C-VV,C-VV,C-VV,C-NN,C-NN
我,们,互,相,改,善,自,己,的,坏,习,惯	C-PN,C-PN,C-AD,C-AD,S-VV,C-VV,C-PN,C-PN,C-DEG,C-JJ,C-NN,C-NN
我,们,可,以,走,到,河,边,的,公,园,漫,步,一,下	C-PN,C-PN,C-VV,C-VV,C-VV,C-VV,C-NN,C-NN,C-DEC,C-NN,C-NN,S-VV,C-VV,C-CD,C-M
我,们,可,能,很,难,得,见,面	C-PN,C-PN,C-AD,C-AD,C-AD,C-AD,R-AD,C-VV,C-VV
我,们,希,望,老,师,帮,我,们,考,虑,表,演,什,么,故,事	C-PN,C-PN,C-VV,C-VV,C-NN,C-NN,C-VV,C-PN,C-PN,S-VV,C-VV,C-VV,C-VV,C-PN,C-PN,C-NN,C-NN
我,们,的,关,系,是,不,可,思,议	C-PN,C-PN,C-DEG,C-NN,C-NN,S-VC,C-VV,C-VV,C-VV,C-VV
我,们,相,住,只,有,两,年,时,间	C-PN,C-PN,S-AD,C-VV,C-AD,C-VE,C-CD,C-M,C-NN,C-NN
我,们,通,过,这,种,机,会	C-PN,C-PN,S-P,C-P,C-JJ,C-JJ,C-NN,C-NN
我,们,跟,吴,太,太,、,吴,先,生,交,了,很,好,的,朋,友	C-PN,C-PN,C-P,C-NR,C-NN,C-NN,C-PU,C-NR,C-NN,C-NN,S-VV,C-AS,C-AD,C-VA,C-DEC,C-NN,C-NN
我,家,是,中,山,站,附,近	C-PN,C-NN,S-VC,C-NR,C-NR,C-NR,C-NN,C-NN
我,真,不,可,相,信	C-PN,C-AD,S-AD,C-AD,C-VV,C-VV
我,真,忍,耐,不,住,你,不,洗,澡,和,不,洗,脏,衣,服,的,坏,习,惯	C-PN,C-JJ,S-NN,C-NN,C-AD,C-VV,C-PN,C-AD,C-VV,C-VV,C-CC,C-AD,C-VV,C-VA,C-NN,C-NN,C-DEC,C-JJ,C-NN,C-NN
我,问,他,们,帮,我,的,忙	C-PN,S-VV,C-PN,C-PN,C-VV,C-PN,C-DEG,C-NN
我,望,我,们,这,一,次,见,面,会,很,精,采	C-PN,S-VV,C-PN,C-PN,C-DT,C-CD,C-M,C-NN,C-NN,C-NN,C-AD,C-JJ,C-JJ
我,最,近,常,常,听,你,咳,嗽	C-PN,C-NT,C-NT,C-AD,C-AD,S-VV,C-PN,C-VV,C-VV
我,就,马,上,找,办,法,跟,他,联,络	C-PN,C-AD,C-AD,C-AD,S-VV,C-NN,C-NN,C-P,C-PN,C-VV,C-VV
我,期,待,跟,你,见	C-PN,C-VV,C-VV,C-P,C-PN,S-VV
我,想,首,先,把,计,划,安,排,比,较,好	C-PN,C-VV,C-AD,C-AD,C-BA,C-NN,C-NN,S-NN,C-NN,C-AD,C-AD,C-VA
我,想,过,辞,不,辞,很,多,次	C-PN,C-VV,C-AS,C-NN,C-AD,C-VV,M-AD,C-AD,C-AD
我,会,听,你,说,的,话,耶	C-PN,C-VV,C-VV,C-PN,C-VV,C-DEC,C-NN,R-VV
我,当,然,请,客,他	C-PN,C-AD,C-AD,S-VV,C-VV,C-PN
我,帮,他,念,日,文,以,后	C-PN,C-VV,C-PN,S-NN,C-NN,C-NN,C-LC,C-LC
我,还,是,不,知,道,她,怎,么,做,的	C-PN,C-AD,C-AD,C-AD,C-VV,C-VV,C-PN,C-AD,C-AD,S-VV,C-SP
我,继,续,料,理	C-PN,C-VV,C-VV,S-VV,C-VV
我,觉,得,这,一,辈,子,也,不,能,还,他,们,给,我,的,帮,助	C-PN,C-VV,C-VV,C-DT,C-CD,C-NN,C-NN,C-AD,C-AD,C-VV,S-AD,C-PN,C-PN,C-P,C-PN,C-DEG,C-NN,C-NN
我,觉,得,野,餐,是,见,面,新,朋,友,最,好,的,办,法	C-PN,C-VV,C-VV,C-NN,C-NN,C-VC,S-VV,C-VV,C-NN,C-NN,C-NN,C-AD,C-VA,C-DEC,C-NN,C-NN
把,我,的,电,话,号,码,留,一,下	C-BA,C-PN,C-DEG,C-NN,C-NN,C-NN,C-NN,S-VV,C-CD,C-M
每,天,都,发,现,很,多,困,难	C-AD,C-AD,C-AD,S-VV,C-VV,C-AD,C-CD,C-NN,C-NN
每,次,跟,别,人,说,都,有,错,误	C-AD,C-AD,C-P,C-NN,C-NN,S-VV,C-AD,C-VE,C-VA,C-VA
每,到,晚,上,都,浑,身,搔,痒	C-AD,C-P,C-NT,C-NT,C-AD,C-AD,C-AD,S-VA,C-VA
走,三,号,出,口	C-VV,M-OD,C-M,C-NN,C-NN
那,个,公,园,是,在,台,北,北,部,最,近,新,开,的	C-DT,C-DT,C-NN,C-NN,C-VC,C-P,C-NR,C-NR,C-NN,C-NN,C-NT,C-NT,S-AD,C-VV,C-DEC
其,实,发,现,在,昨,天,晚,上	C-PN,C-NN,S-NN,C-NT,C-NT,C-NT,C-NT,C-NT,C-NT
店,员,小,姐,一,看,我,说,「,您,需,要,什,么,东,西,呢,？,」	C-NN,C-NN,C-NN,C-NN,C-AD,S-VV,C-PN,C-VV,C-PU,C-PN,C-VV,C-VV,C-DT,C-DT,C-NN,C-NN,C-SP,C-PU,C-PU
彼,此,沟,通,是,为,了,提,升,共,同,生,活,的,品,质,不,可,缺,失,的,过,程	C-PN,C-PN,C-VV,C-VV,C-VC,C-P,C-P,C-VV,C-VV,C-AD,C-AD,C-VV,C-VV,C-DEC,C-NN,C-NN,C-AD,C-AD,S-VV,C-VV,C-DEC,C-NN,C-NN
所,以,三,个,月,后,他,考,上,高,级,的,考,试	C-AD,C-AD,C-CD,C-M,C-NN,C-LC,C-PN,S-VV,C-VV,C-JJ,C-JJ,C-DEG,C-NN,C-NN
所,以,如,果,我,现,在,可,以,看,到,她,我,就,会,带,她,一,点,糖,或,者,一,点,台,湾,点,心	C-AD,C-AD,C-CS,C-CS,C-PN,C-NT,C-NT,C-VV,C-VV,C-VV,C-VV,C-PN,C-PN,C-AD,C-VV,S-VV,C-PN,C-CD,C-CD,C-NN,C-CC,C-CC,C-CD,C-CD,C-NR,C-NR,C-NN,C-NN
所,以,我,已,经,打,算,很,多,的,我,们,可,以,做,的,活,动	C-AD,C-AD,C-PN,C-AD,C-AD,S-VV,C-VV,C-CD,C-CD,C-DEG,C-PN,C-PN,C-VV,C-VV,C-VV,C-DEC,C-NN,C-NN
所,以,我,比,较,容,易,认,识,你	C-AD,C-AD,C-PN,C-AD,C-AD,C-AD,C-AD,S-VV,C-VV,C-PN
所,以,我,只,好,用,飞,机,去,哪,里	C-AD,C-AD,C-PN,C-AD,C-AD,S-VV,C-NN,C-NN,C-VV,C-PN,C-PN
所,以,我,先,站,著,商,店,的,旁,边	C-AD,C-AD,C-PN,C-AD,S-VV,C-VV,C-NN,C-NN,C-DEC,C-NN,C-NN
所,以,我,每,次,都,被,你,醒,起,来	C-AD,C-AD,C-PN,C-AD,C-AD,C-AD,C-LB,C-PN,S-VV,C-VV,C-VV
所,以,我,决,定,帮,她,一,起,去	C-AD,C-AD,C-PN,C-VV,C-VV,S-VV,C-PN,C-AD,C-AD,C-VV
所,以,我,很,难,过,怎,么,写,才,可,以,让,你,感,动	C-AD,C-AD,C-PN,S-AD,C-AD,C-VV,C-AD,C-AD,C-VV,C-AD,C-VV,C-VV,C-VV,C-PN,C-VA,C-VA
所,以,我,们,要,选,择,表,现,相,声	C-AD,C-AD,C-PN,C-PN,C-VV,C-VV,C-VV,S-NN,C-NN,C-NN,C-NN
所,以,我,从,小,就,习,惯,给,人,拿,做,跟,姊,姊,比,较	C-AD,C-AD,C-PN,C-AD,C-AD,C-AD,C-VV,C-VV,C-VV,C-NN,S-VV,C-VV,C-P,C-NN,C-NN,C-VV,C-VV
所,以,我,这,一,次,写,信,给,你,是,想,跟,妳,安,排,一,下,关,于,我,们,要,见,面,的,事	C-AD,C-AD,C-PN,C-DT,C-CD,C-M,C-VV,C-VV,C-VV,C-PN,C-VC,C-VV,C-AD,C-AD,S-VV,C-VV,C-AD,C-AD,C-P,C-P,C-PN,C-PN,C-VV,C-VV,C-NN,C-DEC,C-NN
所,以,我,想,要,持,续,帮,她	C-AD,C-AD,C-PN,C-VV,C-VV,S-VV,C-VV,C-VV,C-PN
所,以,我,想,请,老,师,替,我,们,请,教,请,教	C-AD,C-AD,C-PN,C-VV,C-VV,C-NN,C-NN,C-P,C-PN,C-PN,S-VV,C-VV,C-VV,C-VV
所,以,闻,起,烟,马,上,就,开,始,咳,嗽	C-AD,C-AD,S-VV,C-VV,C-NN,C-AD,C-AD,C-AD,C-VV,C-VV,C-VV,C-VV
很,多,好,人,帮,我,过,去,困,难,的	C-CD,C-CD,C-JJ,C-NN,C-VV,C-PN,S-NT,C-NT,C-NN,C-NN,C-SP
很,怕,我,的,小,猫,会,出,很,严,重,的,情,形	C-AD,C-VV,C-PN,C-DEG,C-NN,C-NN,C-VV,S-VV,C-AD,C-VA,C-VA,C-DEC,C-NN,C-NN
怎,么,当,人	C-AD,C-AD,S-VV,C-NN
是,因,为,从,日,本,输,入,材,料	C-VC,C-P,C-P,C-P,C-NR,C-NR,S-NN,C-NN,C-NN,C-NN
昨,天,我,碰,到,一,只,蟑,螂	C-NT,C-NT,C-PN,S-VV,C-VV,C-CD,C-M,C-NN,C-NN
为,了,免,得,误,会	C-P,C-P,S-VV,C-VV,C-NN,C-NN
为,了,报,恩,他,们,的,帮,助,和,支,持	C-P,C-P,S-VV,C-VV,C-PN,C-PN,C-DEG,C-NN,C-NN,C-CC,C-NN,C-NN
要,是,你,买,设,计,不,好,的,蝴,蝶,耳,环	C-VV,C-VC,C-PN,S-VV,C-NN,C-NN,C-VV,C-VV,C-DEC,C-NN,C-NN,C-NN,C-NN
刚,好,路,旁,有,一,位,警,察,先,生,正,整,理,交,通	C-AD,C-AD,C-NN,C-NN,C-VE,C-CD,C-M,C-NN,C-NN,C-NN,C-NN,C-AD,S-VV,C-VV,C-NN,C-NN
时,间,真,过,得,很,快	C-NN,C-NN,S-AD,C-VV,C-DER,C-AD,C-VA
真,颇,为,惊,讶	C-AD,C-AD,C-AD,S-VA,C-VA
马,上,去,洗,掉,那,些,衣,服	C-NR,C-VV,C-VV,S-VV,C-VV,C-DT,C-DT,C-NN,C-NN
马,上,过,去,在,乎,他	C-AD,C-AD,C-NT,C-NT,S-VV,C-VV,C-PN
动,不,动,就,可,以,想,好,办,法,解,决,问,题	C-AD,C-AD,C-AD,C-AD,C-VV,C-VV,S-VV,C-VV,C-NN,C-NN,C-VV,C-VV,C-NN,C-NN
问,他,帮,忙	S-VV,C-PN,C-VV,C-VV
带,她,来,那,里,吃	C-VV,C-PN,S-VV,C-PN,C-PN,C-VV
从,开,始,我,们,互,相,交,给,邮,件	C-P,C-VV,C-VV,C-PN,C-PN,C-AD,C-AD,S-VV,C-VV,C-NN,C-NN
晚,上,我,还,带,她,去,逛,夜,市,、,卖,台,湾,的,东,西,给,她,吃	C-NT,C-NT,C-PN,C-AD,C-VV,C-PN,C-VV,C-VV,C-NN,C-NN,C-PU,S-VV,C-NR,C-NR,C-DEC,C-NN,C-NN,C-P,C-PN,C-VV
现,在,我,们,决,定,变,室,友	C-NT,C-NT,C-PN,C-PN,C-VV,C-VV,S-VV,C-NN,C-NN
现,在,就,兴,奋,起,了	C-NT,C-NT,C-AD,C-VV,C-VV,S-VV,C-SP
这,些,考,试,加,入,我,的,成,绩	C-DT,C-DT,C-NN,C-NN,S-VV,C-VV,C-PN,C-DEG,C-NN,C-NN
这,就,是,我,要,表,现,我,的,感,谢,的,方,法	C-PN,C-AD,C-VC,C-PN,C-VV,S-VV,C-VV,C-PN,C-DEG,C-NN,C-NN,C-DEC,C-NN,C-NN
